role,favorites,voice_actors,character.mal_id,character.url,character.images.jpg.image_url,character.images.webp.image_url,character.images.webp.small_image_url,character.name
Main,27,"[{'person': {'mal_id': 360, 'url': 'https://myanimelist.net/people/360/Sonny_Strait', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/12539.jpg?s=1f86240be620ed5b429bcc8ff500c270'}}, 'name': 'Strait, Sonny'}, 'language': 'English'}, {'person': {'mal_id': 1486, 'url': 'https://myanimelist.net/people/1486/Shinobu_Satouchi', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/27737.jpg?s=05f9c7188069ebe4f745251bdeb61643'}}, 'name': 'Satouchi, Shinobu'}, 'language': 'Japanese'}, {'person': {'mal_id': 7814, 'url': 'https://myanimelist.net/people/7814/Szabolcs_Pálmai', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/5066.jpg?s=eff05751581dc53a831cc3c83711481b'}}, 'name': 'Pálmai, Szabolcs'}, 'language': 'Hungarian'}, {'person': {'mal_id': 12217, 'url': 'https://myanimelist.net/people/12217/Silvio_Giraldi', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/79462.jpg?s=c925d7319b858ff5fdcd4a802e87e48b'}}, 'name': 'Giraldi, Silvio'}, 'language': 'Portuguese (BR)'}, {'person': {'mal_id': 17089, 'url': 'https://myanimelist.net/people/17089/Santiago_Ziesmer', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/1/19873.jpg?s=53532820134a8730512421e200212aad'}}, 'name': 'Ziesmer, Santiago'}, 'language': 'German'}, {'person': {'mal_id': 18367, 'url': 'https://myanimelist.net/people/18367/Luis_Daniel_Ramirez', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/1/20827.jpg?s=bca4abc9c11fec12300a11e5902fc377'}}, 'name': 'Ramirez, Luis Daniel'}, 'language': 'Spanish'}, {'person': {'mal_id': 56663, 'url': 'https://myanimelist.net/people/56663/Thierry_Redler', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/67521.jpg?s=a5e61105af199c16c43791c8ee15dab1'}}, 'name': 'Redler, Thierry'}, 'language': 'French'}, {'person': {'mal_id': 82126, 'url': 'https://myanimelist.net/people/82126/António_Semedo', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/83915.jpg?s=0c057fc36989a67314d113ffdb67867e'}}, 'name': 'Semedo, António'}, 'language': 'Portuguese (BR)'}, {'person': {'mal_id': 11970, 'url': 'https://myanimelist.net/people/11970/Ami_Mendelman', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/11246.jpg?s=744c2a1513243ffd302809e5086fe736'}}, 'name': 'Mendelman, Ami'}, 'language': 'Hebrew'}]",9379,https://myanimelist.net/character/9379/Giru,https://cdn.myanimelist.net/images/characters/3/111830.jpg?s=d5db21ba1f10c21ead9b1db8346fcc6e,https://cdn.myanimelist.net/images/characters/3/111830.webp?s=d5db21ba1f10c21ead9b1db8346fcc6e,https://cdn.myanimelist.net/images/characters/3/111830t.webp?s=d5db21ba1f10c21ead9b1db8346fcc6e,Giru
Main,132,"[{'person': {'mal_id': 170, 'url': 'https://myanimelist.net/people/170/Yuko_Minaguchi', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/56381.jpg?s=006be38deac7972dfd34701b71487c21'}}, 'name': 'Minaguchi, Yuko'}, 'language': 'Japanese'}, {'person': {'mal_id': 667, 'url': 'https://myanimelist.net/people/667/Elise_Baughman', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/1/18983.jpg?s=b130db101a9140df5104875f5e69e6a7'}}, 'name': 'Baughman, Elise'}, 'language': 'English'}, {'person': {'mal_id': 901, 'url': 'https://myanimelist.net/people/901/Kate_Bristol', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/37539.jpg?s=84e1c09fb8aa1b1ea5ac1499c4c8a712'}}, 'name': 'Bristol, Kate'}, 'language': 'English'}, {'person': {'mal_id': 1291, 'url': 'https://myanimelist.net/people/1291/Federica_Valenti', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/1283.jpg?s=58fe797c8fc4b60dc11aab8cc74dce62'}}, 'name': 'Valenti, Federica'}, 'language': 'Italian'}, {'person': {'mal_id': 5667, 'url': 'https://myanimelist.net/people/5667/Caitlynne_Medrek', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/40630.jpg?s=fcb30d7f55b9bf1aafac37396f2b1891'}}, 'name': 'Medrek, Caitlynne'}, 'language': 'English'}, {'person': {'mal_id': 7783, 'url': 'https://myanimelist.net/people/7783/Anikó_Haffner', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/5040.jpg?s=19d11282886a5b9313857008e6250f84'}}, 'name': 'Haffner, Anikó'}, 'language': 'Hungarian'}, {'person': {'mal_id': 11595, 'url': 'https://myanimelist.net/people/11595/Jussara_Marques', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/70463.jpg?s=47bade8685f7ebb63bce40bd59b13c8c'}}, 'name': 'Marques, Jussara'}, 'language': 'Portuguese (BR)'}, {'person': {'mal_id': 17161, 'url': 'https://myanimelist.net/people/17161/Shira_Naor', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/20011.jpg?s=7dbe38981b5fe15a01d151704fe97270'}}, 'name': 'Naor, Shira'}, 'language': 'Hebrew'}, {'person': {'mal_id': 18327, 'url': 'https://myanimelist.net/people/18327/Circe_Luna', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/20825.jpg?s=b4da4e52d83749209228929984137f5c'}}, 'name': 'Luna, Circe'}, 'language': 'Spanish'}, {'person': {'mal_id': 46070, 'url': 'https://myanimelist.net/people/46070/Maralise_Tartarine', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/1/59476.jpg?s=d61aa47ee2c9d3551ec97b1e2eae4952'}}, 'name': 'Tartarine, Maralise'}, 'language': 'Portuguese (BR)'}, {'person': {'mal_id': 52913, 'url': 'https://myanimelist.net/people/52913/Pilar_Valdés', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/52355.jpg?s=2e40b9214bad4af690c28d3b05ed9c52'}}, 'name': 'Valdés, Pilar'}, 'language': 'Spanish'}, {'person': {'mal_id': 56648, 'url': 'https://myanimelist.net/people/56648/Julie_Turin', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/67506.jpg?s=854620a2b9f1343cfc3e8c0716b13c7a'}}, 'name': 'Turin, Julie'}, 'language': 'French'}, {'person': {'mal_id': 61064, 'url': 'https://myanimelist.net/people/61064/Ángela_Villanueva_Vargas', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/71210.jpg?s=83fdf7999c95b49faccdd908a425906f'}}, 'name': 'Villanueva Vargas, Ángela'}, 'language': 'Spanish'}]",3168,https://myanimelist.net/character/3168/Pan,https://cdn.myanimelist.net/images/characters/3/112948.jpg?s=918e33cfe47ee84d921e74fb4cdcb973,https://cdn.myanimelist.net/images/characters/3/112948.webp?s=918e33cfe47ee84d921e74fb4cdcb973,https://cdn.myanimelist.net/images/characters/3/112948t.webp?s=918e33cfe47ee84d921e74fb4cdcb973,Pan
Main,29980,"[{'person': {'mal_id': 557, 'url': 'https://myanimelist.net/people/557/Masako_Nozawa', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/77340.jpg?s=2e78abe7d4d8d4fe06bc2e8bfb87fc0e'}}, 'name': 'Nozawa, Masako'}, 'language': 'Japanese'}, {'person': {'mal_id': 1000, 'url': 'https://myanimelist.net/people/1000/Sean_Schemmel', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/1/42833.jpg?s=4333bd5e0eeb42a25b312aec15072e4c'}}, 'name': 'Schemmel, Sean'}, 'language': 'English'}, {'person': {'mal_id': 1275, 'url': 'https://myanimelist.net/people/1275/Patrizia_Scianca', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/1/1271.jpg?s=60ab2023c4d5bab2c3cbcb6f51882fcf'}}, 'name': 'Scianca, Patrizia'}, 'language': 'Italian'}, {'person': {'mal_id': 1461, 'url': 'https://myanimelist.net/people/1461/Mario_Castañeda', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/69406.jpg?s=7fde89d7af43679e48098a912c4ee467'}}, 'name': 'Castañeda, Mario'}, 'language': 'Spanish'}, {'person': {'mal_id': 1613, 'url': 'https://myanimelist.net/people/1613/Brigitte_Lecordier', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/67476.jpg?s=ff50105bede34513c44198b231e6e6b1'}}, 'name': 'Lecordier, Brigitte'}, 'language': 'French'}, {'person': {'mal_id': 1830, 'url': 'https://myanimelist.net/people/1830/Wendel_Bezerra', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/75915.jpg?s=316e3918010e01a30c5754942cde27b9'}}, 'name': 'Bezerra, Wendel'}, 'language': 'Portuguese (BR)'}, {'person': {'mal_id': 5682, 'url': 'https://myanimelist.net/people/5682/Laura_Torres', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/27459.jpg?s=75949c01cc9ff34aef85f23a271bbab5'}}, 'name': 'Torres, Laura'}, 'language': 'Spanish'}, {'person': {'mal_id': 7680, 'url': 'https://myanimelist.net/people/7680/Tommy_Morgenstern', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/72584.jpg?s=881e99dcf3759b06b752fb19dba79241'}}, 'name': 'Morgenstern, Tommy'}, 'language': 'German'}, {'person': {'mal_id': 7798, 'url': 'https://myanimelist.net/people/7798/László_Lippai', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/5053.jpg?s=7e72bfb86fc29b38368d2a14e43afc17'}}, 'name': 'Lippai, László'}, 'language': 'Hungarian'}, {'person': {'mal_id': 8241, 'url': 'https://myanimelist.net/people/8241/Úrsula_Bezerra', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/61222.jpg?s=56480c6e6283f5833eac72fa85e280f9'}}, 'name': 'Bezerra, Úrsula'}, 'language': 'Portuguese (BR)'}, {'person': {'mal_id': 9843, 'url': 'https://myanimelist.net/people/9843/Stephanie_Nadolny', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/1/35827.jpg?s=31bf1fff46bbe683f9682f9a82b45eef'}}, 'name': 'Nadolny, Stephanie'}, 'language': 'English'}, {'person': {'mal_id': 10730, 'url': 'https://myanimelist.net/people/10730/Zoe_Slusar', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/9313.jpg?s=39b4a28271e4e593ff8131c063328ff3'}}, 'name': 'Slusar, Zoe'}, 'language': 'English'}, {'person': {'mal_id': 17167, 'url': 'https://myanimelist.net/people/17167/Itan_Grinberg', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/19789.jpg?s=de025098300dcf76049ad69c5e92359f'}}, 'name': 'Grinberg, Itan'}, 'language': 'Hebrew'}, {'person': {'mal_id': 23763, 'url': 'https://myanimelist.net/people/23763/Paolo_Torrisi', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/26661.jpg?s=c1cf91c165b32efe1b5c54c6e7e28506'}}, 'name': 'Torrisi, Paolo'}, 'language': 'Italian'}, {'person': {'mal_id': 44504, 'url': 'https://myanimelist.net/people/44504/Ana_Cremades', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/47825.jpg?s=2c997f50e077cfa3ff64e832b551dddc'}}, 'name': 'Cremades, Ana'}, 'language': 'Spanish'}, {'person': {'mal_id': 27141, 'url': 'https://myanimelist.net/people/27141/Thierry_Mercier', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/1/67093.jpg?s=c4f0b5f536cbde43438d154cb5dd945b'}}, 'name': 'Mercier, Thierry'}, 'language': 'French'}, {'person': {'mal_id': 56663, 'url': 'https://myanimelist.net/people/56663/Thierry_Redler', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/67521.jpg?s=a5e61105af199c16c43791c8ee15dab1'}}, 'name': 'Redler, Thierry'}, 'language': 'French'}, {'person': {'mal_id': 23601, 'url': 'https://myanimelist.net/people/23601/Amadeus_Strobl', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/26339.jpg?s=386051e4e26551ee30b79e1e12bc523d'}}, 'name': 'Strobl, Amadeus'}, 'language': 'German'}, {'person': {'mal_id': 85641, 'url': 'https://myanimelist.net/people/85641/Alejandro_Albaiceta', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/85388.jpg?s=88c321f1eb8ca26bf78dd73604e52507'}}, 'name': 'Albaiceta, Alejandro'}, 'language': 'Spanish'}, {'person': {'mal_id': 43077, 'url': 'https://myanimelist.net/people/43077/Henrique_Feist', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/46741.jpg?s=3b9f0663cd9c6a33fab6b1d8eb77235a'}}, 'name': 'Feist, Henrique'}, 'language': 'Portuguese (BR)'}, {'person': {'mal_id': 15593, 'url': 'https://myanimelist.net/people/15593/Mun_Ja_Choi', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/16929.jpg?s=14f4908f3935b18b8806821fb13eec87'}}, 'name': 'Choi, Mun Ja'}, 'language': 'Korean'}, {'person': {'mal_id': 63161, 'url': 'https://myanimelist.net/people/63161/Avraham_Meir_Vanunu', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/1/68448.jpg?s=dda9297ac611a4bb2c1723b60655d11a'}}, 'name': 'Meir Vanunu, Avraham'}, 'language': 'Hebrew'}]",246,https://myanimelist.net/character/246/Gokuu_Son,https://cdn.myanimelist.net/images/characters/15/72546.jpg?s=c434a442d8ad1212885a8d02dbcbbee0,https://cdn.myanimelist.net/images/characters/15/72546.webp?s=c434a442d8ad1212885a8d02dbcbbee0,https://cdn.myanimelist.net/images/characters/15/72546t.webp?s=c434a442d8ad1212885a8d02dbcbbee0,"Son, Gokuu"
Main,1443,"[{'person': {'mal_id': 134, 'url': 'https://myanimelist.net/people/134/Takeshi_Kusao', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/73596.jpg?s=36ce828518bac787c697b2b471645fac'}}, 'name': 'Kusao, Takeshi'}, 'language': 'Japanese'}, {'person': {'mal_id': 312, 'url': 'https://myanimelist.net/people/312/Eric_Vale', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/12481.jpg?s=f3c1d0fac6b312474b1598c944d13f64'}}, 'name': 'Vale, Eric'}, 'language': 'English'}, {'person': {'mal_id': 774, 'url': 'https://myanimelist.net/people/774/Simone_DAndrea', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/1/37129.jpg?s=779b89c1a4d137a20af51d309811c938'}}, 'name': ""D'Andrea, Simone""}, 'language': 'Italian'}, {'person': {'mal_id': 813, 'url': 'https://myanimelist.net/people/813/Matthew_Erickson', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/41706.jpg?s=e6c4326ec01ff5e4a171ca34744f0bc2'}}, 'name': 'Erickson, Matthew'}, 'language': 'English'}, {'person': {'mal_id': 1423, 'url': 'https://myanimelist.net/people/1423/Marcelo_Campos', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/1/76481.jpg?s=ec47afff0e4612189bd839b82d2d3112'}}, 'name': 'Campos, Marcelo'}, 'language': 'Portuguese (BR)'}, {'person': {'mal_id': 1656, 'url': 'https://myanimelist.net/people/1656/Sebastian_Schulz', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/1/21809.jpg?s=81f4b17dcf64d72fa6ee9366e4dde519'}}, 'name': 'Schulz, Sebastian'}, 'language': 'German'}, {'person': {'mal_id': 7829, 'url': 'https://myanimelist.net/people/7829/Péter_Szokol', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/45514.jpg?s=d90f2c12a7f58dd020aa1a1286dc6fac'}}, 'name': 'Szokol, Péter'}, 'language': 'Hungarian'}, {'person': {'mal_id': 14757, 'url': 'https://myanimelist.net/people/14757/Won_Hyeong_Choi', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/15343.jpg?s=e951fc6a1e6bfce0e78d685f81aee7c9'}}, 'name': 'Choi, Won Hyeong'}, 'language': 'Korean'}, {'person': {'mal_id': 17171, 'url': 'https://myanimelist.net/people/17171/Liron_Lev', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/19891.jpg?s=966858de52021ae05e72a0a7779d5380'}}, 'name': 'Lev, Liron'}, 'language': 'Hebrew'}, {'person': {'mal_id': 26393, 'url': 'https://myanimelist.net/people/26393/Antoine_Nouel', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/66270.jpg?s=7f2c4efbe27db65667783e556f59ed52'}}, 'name': 'Nouel, Antoine'}, 'language': 'French'}, {'person': {'mal_id': 46043, 'url': 'https://myanimelist.net/people/46043/Sergio_Bonilla_Martínez', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/49504.jpg?s=26d1397c919f1d3a21b3cb5e42956f39'}}, 'name': 'Bonilla Martínez, Sergio'}, 'language': 'Spanish'}, {'person': {'mal_id': 15299, 'url': 'https://myanimelist.net/people/15299/Min_Seok_Kim', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/1/16483.jpg?s=3c65a9fb1685c8ef12dfbc02e590ecf7'}}, 'name': 'Kim, Min Seok'}, 'language': 'Korean'}, {'person': {'mal_id': 86864, 'url': 'https://myanimelist.net/people/86864/José_Manuel_Seda', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/86161.jpg?s=75bca0379f77857c35f518fd74e609f4'}}, 'name': 'Seda, José Manuel'}, 'language': 'Spanish'}, {'person': {'mal_id': 43077, 'url': 'https://myanimelist.net/people/43077/Henrique_Feist', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/46741.jpg?s=3b9f0663cd9c6a33fab6b1d8eb77235a'}}, 'name': 'Feist, Henrique'}, 'language': 'Portuguese (BR)'}, {'person': {'mal_id': 88255, 'url': 'https://myanimelist.net/people/88255/Zheng_Chang_Yu', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/86447.jpg?s=8012a39b58d69b9af77f6f842ef20f9e'}}, 'name': 'Yu, Zheng Chang'}, 'language': 'Mandarin'}]",2707,https://myanimelist.net/character/2707/Trunks,https://cdn.myanimelist.net/images/characters/5/312402.jpg?s=efbeab2505cea4065c04d7cb9c313e31,https://cdn.myanimelist.net/images/characters/5/312402.webp?s=efbeab2505cea4065c04d7cb9c313e31,https://cdn.myanimelist.net/images/characters/5/312402t.webp?s=efbeab2505cea4065c04d7cb9c313e31,Trunks
Supporting,8,[],6130,https://myanimelist.net/character/6130/Babidi,https://cdn.myanimelist.net/images/characters/10/273651.jpg?s=590ff5cc764dec32bfe19a21966abc78,https://cdn.myanimelist.net/images/characters/10/273651.webp?s=590ff5cc764dec32bfe19a21966abc78,https://cdn.myanimelist.net/images/characters/10/273651t.webp?s=590ff5cc764dec32bfe19a21966abc78,Babidi
Supporting,37,"[{'person': {'mal_id': 202, 'url': 'https://myanimelist.net/people/202/Mike_McFarland', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/1/6762.jpg?s=c7b1ee9ee01ac674474ff6547df4e1a8'}}, 'name': 'McFarland, Mike'}, 'language': 'English'}, {'person': {'mal_id': 7631, 'url': 'https://myanimelist.net/people/7631/Yusuke_Numata', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/33097.jpg?s=66e8122478b63ad39225f1e669015277'}}, 'name': 'Numata, Yusuke'}, 'language': 'Japanese'}, {'person': {'mal_id': 7966, 'url': 'https://myanimelist.net/people/7966/Gábor_Kossuth', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/5234.jpg?s=c0fd2a76abd98850ccb8ad0f14641b61'}}, 'name': 'Kossuth, Gábor'}, 'language': 'Hungarian'}, {'person': {'mal_id': 10550, 'url': 'https://myanimelist.net/people/10550/Uraz_Huerta', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/20549.jpg?s=23e4f8afa7a15cfc5e9c798cc694dfe7'}}, 'name': 'Huerta, Uraz'}, 'language': 'Spanish'}, {'person': {'mal_id': 14883, 'url': 'https://myanimelist.net/people/14883/Adam_Hunter', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/20241.jpg?s=db3b980c9d7f19c6951079da962e7dc5'}}, 'name': 'Hunter, Adam'}, 'language': 'English'}, {'person': {'mal_id': 14933, 'url': 'https://myanimelist.net/people/14933/Myeong_Jun_Jeong', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/15677.jpg?s=44822eac0b2b12739d53bb2f01d32680'}}, 'name': 'Jeong, Myeong Jun'}, 'language': 'Korean'}, {'person': {'mal_id': 40349, 'url': 'https://myanimelist.net/people/40349/Sérgio_Rufino', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/67473.jpg?s=71d73804982865747e96680debef8e5f'}}, 'name': 'Rufino, Sérgio'}, 'language': 'Portuguese (BR)'}, {'person': {'mal_id': 46818, 'url': 'https://myanimelist.net/people/46818/Alberto_Hidalgo', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/50611.jpg?s=3465f2d57eabc011d155724dd1b8f813'}}, 'name': 'Hidalgo, Alberto'}, 'language': 'Spanish'}, {'person': {'mal_id': 56663, 'url': 'https://myanimelist.net/people/56663/Thierry_Redler', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/67521.jpg?s=a5e61105af199c16c43791c8ee15dab1'}}, 'name': 'Redler, Thierry'}, 'language': 'French'}, {'person': {'mal_id': 43723, 'url': 'https://myanimelist.net/people/43723/João_Loy', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/2/47113.jpg?s=feae1bb33be3f2958c0f6a487dfcccff'}}, 'name': 'Loy, João'}, 'language': 'Portuguese (BR)'}]",9376,https://myanimelist.net/character/9376/Baby,https://cdn.myanimelist.net/images/characters/10/127721.jpg?s=23cdaa59bf78894387161571cea3e33a,https://cdn.myanimelist.net/images/characters/10/127721.webp?s=23cdaa59bf78894387161571cea3e33a,https://cdn.myanimelist.net/images/characters/10/127721t.webp?s=23cdaa59bf78894387161571cea3e33a,Baby
Supporting,3,"[{'person': {'mal_id': 610, 'url': 'https://myanimelist.net/people/610/Christopher_Bevins', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/1/47200.jpg?s=22329a1ab687b1fcfaf43fceb7dd1d32'}}, 'name': 'Bevins, Christopher'}, 'language': 'English'}]",2100,https://myanimelist.net/character/2100/Bee,https://cdn.myanimelist.net/images/characters/7/45213.jpg?s=2c85af9da505cfc6ba502fbf80d6387b,https://cdn.myanimelist.net/images/characters/7/45213.webp?s=2c85af9da505cfc6ba502fbf80d6387b,https://cdn.myanimelist.net/images/characters/7/45213t.webp?s=2c85af9da505cfc6ba502fbf80d6387b,Bee
Supporting,0,"[{'person': {'mal_id': 472, 'url': 'https://myanimelist.net/people/472/Colleen_Clinkenbeard', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/1/30191.jpg?s=ae2728aa271ed956b5a0b72e7a047cbc'}}, 'name': 'Clinkenbeard, Colleen'}, 'language': 'English'}, {'person': {'mal_id': 496, 'url': 'https://myanimelist.net/people/496/Wakana_Yamazaki', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/76439.jpg?s=be21db0406c9fe697e00c58fe6297be7'}}, 'name': 'Yamazaki, Wakana'}, 'language': 'Japanese'}, {'person': {'mal_id': 1534, 'url': 'https://myanimelist.net/people/1534/Thiago_Longo', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/79739.jpg?s=21e06df796b43212a6176e66fa22d66d'}}, 'name': 'Longo, Thiago'}, 'language': 'Portuguese (BR)'}, {'person': {'mal_id': 1590, 'url': 'https://myanimelist.net/people/1590/Odile_Schmitt', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/3/67791.jpg?s=b4479342cc2f22bd77f057c48695902e'}}, 'name': 'Schmitt, Odile'}, 'language': 'French'}, {'person': {'mal_id': 57482, 'url': 'https://myanimelist.net/people/57482/César_Soto', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/1/68846.jpg?s=061e467dcf9aba73d9f21e1f555c7738'}}, 'name': 'Soto, César'}, 'language': 'Spanish'}, {'person': {'mal_id': 12320, 'url': 'https://myanimelist.net/people/12320/Hannes_Maurer', 'images': {'jpg': {'image_url': 'https://cdn.myanimelist.net/images/voiceactors/1/57185.jpg?s=20e87afdaae4a8f61f8b3a69a4a616b0'}}, 'name': 'Maurer, Hannes'}, 'language': 'German'}]",124443,https://myanimelist.net/character/124443/Bisshu,https://cdn.myanimelist.net/images/characters/3/275915.jpg?s=8ab2999ec12172a5b566fff8de877498,https://cdn.myanimelist.net/images/characters/3/275915.webp?s=8ab2999ec12172a5b566fff8de877498,https://cdn.myanimelist.net/images/characters/3/275915t.webp?s=8ab2999ec12172a5b566fff8de877498,Bisshu
